budget,genres,id,original_language,popularity,release_date,revenue,runtime,title,vote_average,vote_count,director
35000000.0,Horror Comedy Romance,82654,en,43.742241,31-01-2013,116980662.0,97.0,Warm Bodies,6.4,2652,Jonathan Levine
30000000.0,Horror Thriller,16871,en,45.083509,15-03-2009,90810892.0,99.0,Drag Me to Hell,6.2,966,Sam Raimi
30000000.0,Horror Thriller,4513,en,33.394082,17-10-2007,75505973.0,113.0,30 Days of Night,6.2,767,David Slade
30000000.0,Horror Thriller,22970,en,73.987775,12-04-2012,66486080.0,95.0,The Cabin in the Woods,6.5,2263,Drew Goddard
25000000.0,Horror Comedy Music,10776,en,12.113235,19-12-1986,38748395.0,94.0,Little Shop of Horrors,6.6,384,Frank Oz
30000000.0,Drama Horror,133805,en,63.848541,16-10-2013,82394288.0,100.0,Carrie,5.8,1463,Kimberly Peirce
30000000.0,Action Adventure Horror Thriller,9042,en,10.756266,25-08-2005,15007991.0,97.0,The Cave,5.1,202,Bruce Hunt
17000000.0,Horror Comedy,58151,en,18.27083,18-08-2011,24922237.0,106.0,Fright Night,6.0,603,Craig Gillespie
25000000.0,Drama Horror Science-Fiction Thriller,11058,en,12.10235,30-04-2004,30114487.0,102.0,Godsend,4.7,114,Nick Hamm
12000000.0,Drama Horror Comedy,11249,en,12.653831,11-11-2004,24829644.0,87.0,Seed of Chucky,4.9,287,Don Mancini
28000000.0,Fantasy Horror Action,924,en,44.529429,19-03-2004,102356381.0,101.0,Dawn of the Dead,6.8,1016,Zack Snyder
28000000.0,Thriller Horror,10577,en,6.756771,22-12-2000,33000337.0,99.0,Dracula 2000,4.6,148,Patrick Lussier
0.0,Horror Thriller,10383,en,3.312385,13-10-2000,0.0,97.0,Lost Souls,4.5,38,Janusz Kami\u0144ski
28000000.0,Action Horror Science-Fiction,10016,en,13.145205,24-08-2001,14010832.0,98.0,Ghosts of Mars,4.8,296,John Carpenter
28000000.0,Romance Horror Comedy Thriller,58431,en,28.397048,04-02-2016,16374328.0,108.0,Pride and Prejudice and Zombies,5.5,640,Burr Steers
27000000.0,Horror Comedy Action Science-Fiction Thriller,9825,en,11.678561,15-07-1999,56870414.0,82.0,Lake Placid,5.5,247,Steve Miner
27000000.0,Horror Mystery Thriller,28355,en,23.917982,13-08-2009,29000000.0,109.0,Case 39,6.1,563,Christian Alvart
26000000.0,Drama Horror Science-Fiction Thriller,1551,en,24.114459,09-08-1990,61489265.0,115.0,Flatliners,6.3,404,Joel Schumacher
26000000.0,Horror Thriller,11460,en,8.802626,04-08-2005,57891803.0,85.0,Red Eye,6.2,455,Wes Craven
26000000.0,Horror Mystery,9358,en,37.355826,31-01-2003,90426405.0,90.0,Final Destination 2,5.9,1023,David R. Ellis
26000000.0,Horror,22894,en,30.981604,21-01-2010,67918658.0,100.0,Legion,5.2,629,Scott Stewart
30000000.0,Horror,6466,en,26.69592,15-08-2003,114908830.0,97.0,Freddy vs. Jason,5.8,594,Ronny Yu
2800000.0,Horror Thriller,794,en,25.939385,06-06-1976,60922980.0,111.0,The Omen,7.2,476,Richard Donner
25000000.0,Horror Mystery,9286,en,31.64341,10-02-2006,117719158.0,93.0,Final Destination 3,5.8,974,James Wong
25000000.0,Horror Mystery Thriller,11096,en,18.228538,27-01-2005,122644820.0,101.0,Hide and Seek,6.1,440,John Polson
17000000.0,Horror Thriller,11351,en,19.045146,08-08-2003,63102666.0,104.0,Jeepers Creepers 2,5.5,299,Victor Salva
20000000.0,Adventure Action Horror Science-Fiction Thriller,11237,en,9.855474,26-08-2004,70992898.0,97.0,Anacondas: The Hunt for the Blood Orchid,4.9,199,Dwight H. Little
25000000.0,Horror Comedy,11932,en,14.340095,16-10-1998,50671850.0,89.0,Bride of Chucky,5.5,350,Ronny Yu
25000000.0,Fantasy Horror Thriller,46261,en,14.562197,06-11-2010,36993168.0,99.0,Don't Be Afraid of the Dark,5.4,341,Troy Nixey
25000000.0,Drama Horror Mystery Thriller,43931,en,7.001176,08-10-2010,19829957.0,107.0,My Soul to Take,5.2,147,Wes Craven
28000000.0,Horror Thriller,65055,en,8.363702,02-09-2011,10126458.0,91.0,Shark Night,4.9,132,David R. Ellis
14000000.0,Horror Thriller,77883,en,21.680424,30-08-2012,85446075.0,92.0,The Possession,5.8,498,Ole Bornedal
25000000.0,Action Adventure Fantasy Horror,168705,en,7.008216,22-10-2005,2405420.0,95.0,BloodRayne,3.5,118,Uwe Boll
24000000.0,Horror Mystery,4233,en,35.244037,09-12-1997,172363301.0,120.0,Scream 2,6.1,840,Wes Craven
65000000.0,Horror Mystery Thriller,3600,en,20.793026,13-11-1998,40002112.0,100.0,I Still Know What You Did Last Summer,5.1,374,Danny Cannon
24000000.0,Comedy Horror,43593,en,23.343839,20-08-2010,83188165.0,88.0,Piranha 3D,5.3,581,Alexandre Aja
23600000.0,Comedy Horror,19908,en,57.300674,07-10-2009,102391382.0,88.0,Zombieland,7.2,3550,Ruben Fleischer
23000000.0,Horror,9532,en,38.799596,16-03-2000,53302314.0,98.0,Final Destination,6.4,1378,James Wong
25000000.0,Horror Thriller,3021,en,35.169779,12-07-2007,94679598.0,104.0,1408,6.5,1343,Mikael H\u00e5fstr\u00f6m
22000000.0,Family Horror,24100,en,4.365196,27-10-2000,13555988.0,95.0,The Little Vampire,6.1,77,Uli Edel
21000000.0,Horror Thriller Science-Fiction,7341,en,4.781538,11-03-1999,17762705.0,104.0,The Rage: Carrie 2,5.1,76,Katt Shea
15000000.0,Action Thriller Science-Fiction Horror,1946,en,21.928025,14-04-1999,2856712.0,97.0,eXistenZ,6.7,475,David Cronenberg
38000000.0,Horror Thriller,9682,en,9.662715,11-08-2006,29907685.0,90.0,Pulse,5.0,150,Jim Sonzero
20000000.0,Horror Thriller,579,en,19.636044,16-06-1978,187884007.0,116.0,Jaws 2,5.9,406,Jeannot Szwarc
13000000.0,Horror Thriller,138843,en,49.975409,18-07-2013,318000141.0,112.0,The Conjuring,7.4,3092,James Wan
20000000.0,Thriller Horror Drama Mystery,8968,en,11.62423,04-02-2005,67192859.0,89.0,Boogeyman,4.6,191,Stephen T. Kay
20000000.0,Horror Thriller Mystery,21208,en,29.295801,24-07-2009,41596251.0,123.0,Orphan,6.7,1261,Jaume Collet-Serra
20000000.0,Horror Thriller,1975,en,13.906944,13-10-2006,39143839.0,102.0,The Grudge 2,5.2,283,Takashi Shimizu
20000000.0,Horror Comedy,40264,en,17.165039,18-08-2010,80547866.0,82.0,Vampires Suck,4.2,315,Jason Friedberg
20000000.0,Horror Thriller,76617,en,26.497025,03-01-2013,47241945.0,92.0,Texas Chainsaw 3D,5.3,465,John Luessenhop
35000000.0,Horror Mystery Thriller,9645,en,27.724913,25-10-2002,68349884.0,91.0,Ghost Ship,5.3,531,Steve Beck
20000000.0,Fantasy Horror Action Thriller Science-Fiction,19901,en,28.019226,06-01-2009,51416464.0,98.0,Daybreakers,6.0,634,Michael Spierig
9000000.0,Horror Thriller,10069,en,4.34503,24-03-2006,27105095.0,100.0,Stay Alive,5.3,155,William Brent Bell
20000000.0,Action Adventure Fantasy Horror Science-Fiction,9954,en,15.804814,08-09-2006,37597471.0,97.0,The Covenant,5.2,288,Renny Harlin
806948.0,Drama Horror Thriller,539,en,93.067866,16-06-1960,32000000.0,109.0,Psycho,8.2,2320,Alfred Hitchcock
20000000.0,Thriller Horror Mystery,61012,en,23.292761,10-10-2012,52302796.0,94.0,Silent Hill: Revelation 3D,5.0,432,Michael J. Bassett
19000000.0,Horror Action Thriller Crime,755,en,64.181668,19-01-1996,25836616.0,108.0,From Dusk Till Dawn,6.9,1603,Robert Rodriguez
20000000.0,Drama Horror Mystery,41402,en,19.705311,01-10-2010,24145613.0,116.0,Let Me In,6.7,641,Matt Reeves
22000000.0,Horror,10929,en,1.322528,14-03-2003,0.0,100.0,Willard,5.8,82,Glen Morgan
20000000.0,Action Fantasy Horror Thriller,12142,en,9.292987,28-01-2005,10442808.0,96.0,Alone in the Dark,3.1,173,Uwe Boll
20000000.0,Action Comedy Horror Mystery Science-Fiction,43935,en,10.617236,16-03-2011,4634062.0,107.0,Dylan Dog: Dead of Night,4.5,139,Kevin Munroe
14000000.0,Crime Horror Mystery,4232,en,45.99611,20-12-1996,173046663.0,111.0,Scream,7.0,1476,Wes Craven
19000000.0,Horror Thriller,694,en,78.699993,22-05-1980,44017374.0,144.0,The Shining,8.1,3757,Stanley Kubrick
19000000.0,Horror Mystery Thriller,11377,en,13.664614,29-10-1999,40846082.0,93.0,House on Haunted Hill,5.5,209,William Malone
20000000.0,Mystery Horror Action,29427,en,28.867568,26-02-2010,54956140.0,101.0,The Crazies,6.2,633,Breck Eisner
19000000.0,Horror Thriller Drama,10065,en,30.205943,15-04-2005,108047131.0,90.0,The Amityville Horror,6.0,588,Andrew Douglas
15000000.0,Horror,11683,en,15.262492,24-06-2005,46770602.0,93.0,Land of the Dead,6.0,381,George A. Romero
19000000.0,Crime Drama Horror Thriller,8643,en,32.602868,09-09-2005,144216468.0,122.0,The Exorcism of Emily Rose,6.3,659,Scott Derrickson
1000000.0,Horror,790,en,14.518598,08-02-1980,21378361.0,89.0,The Fog,6.4,311,John Carpenter
0.0,Horror,396152,en,2.525569,03-05-2016,0.0,90.0,Restoration,5.3,11,Zack Ward
2700000.0,Romance Science-Fiction Horror Action Crime,10017,en,10.47644,21-11-1986,3500000.0,93.0,The Wraith,5.9,108,Mike Marvin
3500000.0,Horror Science-Fiction,8408,en,18.025206,19-07-1985,34000000.0,96.0,Day of the Dead,6.9,270,George A. Romero
18500000.0,Horror Action Thriller Science-Fiction,679,en,67.66094,18-07-1986,183316455.0,137.0,Aliens,7.7,3220,James Cameron
17000000.0,Horror Thriller Mystery,3597,en,27.654472,17-10-1997,125586134.0,100.0,I Know What You Did Last Summer,5.6,687,Jim Gillespie
300000.0,Horror Thriller,948,en,30.301307,25-10-1978,70000000.0,91.0,Halloween,7.4,1035,John Carpenter
20000000.0,Horror Crime,41439,en,36.133536,21-10-2010,136150434.0,90.0,Saw: The Final Chapter,5.8,730,Kevin Greutert
15000000.0,Horror Thriller,9792,en,35.107857,10-03-2006,69623713.0,107.0,The Hills Have Eyes,6.1,705,Alexandre Aja
17000000.0,Horror,109428,en,33.912116,05-04-2013,97542952.0,91.0,Evil Dead,6.4,1723,Fede Alvarez
17000000.0,Horror Thriller,79694,en,6.385234,23-08-2012,9627492.0,82.0,The Apparition,4.5,140,Todd Lincoln 
16000000.0,Horror Thriller Mystery,13788,en,15.788784,09-01-2009,76514050.0,87.0,The Unborn,4.8,365,David S. Goyer
16000000.0,Thriller Drama Horror,49950,en,11.807269,04-02-2011,40492759.0,91.0,The Roommate,5.3,224,Christian E. Christiansen
16000000.0,Comedy Horror,19994,en,32.257414,18-09-2009,31556061.0,100.0,Jennifer's Body,5.3,837,Karyn Kusama
15000000.0,Horror,132232,en,47.455148,17-01-2013,146497771.0,100.0,Mama,6.0,1401,Andy Muschietti
17000000.0,Drama Horror Thriller,65086,en,43.675191,01-02-2012,127730736.0,95.0,The Woman in Black,6.1,1206,James Watkins
15000000.0,Horror Thriller,10053,en,4.688212,03-02-2006,66966987.0,87.0,When a Stranger Calls,5.4,268,Simon West
15000000.0,Horror Comedy Fantasy,287903,en,31.565117,26-11-2015,61548707.0,98.0,Krampus,5.9,584,Michael Dougherty
15000000.0,Horror Mystery Science-Fiction,9276,en,21.535126,25-12-1998,40283321.0,104.0,The Faculty,6.2,492,Robert Rodriguez
15000000.0,Horror,24150,en,12.929525,28-08-2009,39421467.0,105.0,Halloween II,5.1,267,Rob Zombie
15000000.0,Crime Thriller Horror Drama,18405,en,19.760383,13-03-2009,32721635.0,110.0,The Last House on the Left,6.2,440,Dennis Iliadis
13000000.0,Horror Thriller,11442,en,11.045593,01-07-2002,37664855.0,94.0,Halloween: Resurrection,4.5,228,Rick Rosenthal
15000000.0,Horror Thriller Science-Fiction,1562,en,34.759855,26-04-2007,64238440.0,100.0,28 Weeks Later,6.5,1197,Juan Carlos Fresnadillo
0.0,Mystery Thriller Horror,11531,en,3.890223,27-10-2000,0.0,90.0,Book of Shadows: Blair Witch 2,4.3,212,Joe Berlinger
15000000.0,Drama Fantasy Horror Thriller,9100,en,19.517239,03-05-1996,24769466.0,101.0,The Craft,6.3,380,Andrew Fleming
14000000.0,Horror,12212,en,8.885017,19-09-2000,38574362.0,97.0,Urban Legends: Final Cut,4.4,100,John Ottman
15000000.0,Mystery Horror Science-Fiction,9424,en,9.378688,24-07-1998,17507368.0,84.0,Disturbing Behavior,5.5,104,David Nutter
15000000.0,Fantasy Drama Horror Action Thriller,11495,en,11.379652,11-05-1984,17080167.0,114.0,Firestarter,5.9,173,Mark L. Lester
25000000.0,Thriller Comedy Horror,6552,en,8.583217,30-04-1999,4152230.0,92.0,Idle Hands,6.1,182,Rodman Flender
15000000.0,Horror Thriller Crime,8461,en,15.175289,20-10-2007,7938872.0,112.0,Funny Games,6.3,545,Michael Haneke
15000000.0,Mystery Drama Crime Thriller Horror,10185,en,19.913961,07-08-2008,3533227.0,98.0,The Midnight Meat Train,6.0,290,Ry\u00fbhei Kitamura
15000000.0,Mystery Horror,14435,en,13.706357,16-01-2009,100734718.0,101.0,My Bloody Valentine,5.3,299,Patrick Lussier
14000000.0,Horror Thriller,9877,en,12.159009,25-09-1998,72527595.0,99.0,Urban Legend,5.6,290,Jamie Blanks
14000000.0,Comedy Horror Romance,12158,en,6.772615,27-10-1995,19800000.0,100.0,Vampire in Brooklyn,4.5,111,Wes Craven
14000000.0,Horror Thriller Fantasy,11586,en,11.543363,17-06-1977,30749142.0,118.0,Exorcist II: The Heretic,4.5,133,John Boorman
11000000.0,Horror Science-Fiction,11470,en,11.220643,24-07-2001,16951798.0,91.0,Jason X,4.5,291,James Isaac
0.0,Horror Mystery Thriller,14033,en,3.231848,06-09-2001,0.0,84.0,Soul Survivors,4.4,49,Stephen Carpenter
7000000.0,Horror Thriller,10131,en,17.113408,19-08-1988,72500000.0,99.0,A Nightmare on Elm Street 4: The Dream Master,5.8,281,Renny Harlin
17000000.0,Horror Drama Thriller,332567,en,60.829621,24-06-2016,119100758.0,86.0,The Shallows,6.2,1567,Jaume Collet-Serra
13000000.0,Drama Horror,11186,en,16.681567,09-11-1990,35763605.0,84.0,Child's Play 2,5.8,308,John Lafia
18000000.0,Science-Fiction Horror Thriller,5876,en,37.104353,21-11-2007,57096190.0,126.0,The Mist,6.7,1399,Frank Darabont
13000000.0,Comedy Crime Horror Thriller,11592,en,6.170139,13-04-1994,7820688.0,95.0,Serial Mom,6.4,135,John Waters
13000000.0,Thriller Horror,157544,en,10.475368,24-07-2015,1784763.0,91.0,The Vatican Tapes,4.6,243,Mark Neveldine
12500000.0,Horror Mystery Thriller,26688,en,8.780512,09-09-2009,27206120.0,101.0,Sorority Row,5.4,177,Stewart Hendler
8000000.0,Drama Horror Thriller,9552,en,47.584643,26-12-1973,441306145.0,122.0,The Exorcist,7.5,2005,William Friedkin
7000000.0,Horror Thriller Adventure,578,en,50.152327,18-06-1975,470654000.0,124.0,Jaws,7.5,2542,Steven Spielberg
12000000.0,Horror Thriller,9357,en,20.624896,21-08-2002,52223306.0,96.0,One Hour Photo,6.6,435,Mark Romanek
12000000.0,Horror Science-Fiction Thriller,13812,en,8.083995,10-10-2008,40855419.0,89.0,Quarantine,5.5,339,John Erick Dowdle
12000000.0,Drama Horror Thriller,9030,en,11.135734,01-02-2008,56309766.0,98.0,The Eye,5.5,281,David Moreau
12000000.0,Horror Science-Fiction,31915,en,8.61659,01-01-1979,54000000.0,102.0,Prophecy,5.4,25,John Frankenheimer
12000000.0,Horror Mystery Thriller,11601,en,6.044161,10-09-1999,21133087.0,99.0,Stir of Echoes,6.5,330,David Koepp
11000000.0,Horror Drama Science-Fiction,1255,ko,27.65527,27-07-2006,88489643.0,119.0,The Host,6.7,537,Bong Joon-ho
12000000.0,Drama Horror Thriller,86825,en,27.322212,28-02-2013,12077441.0,99.0,Stoker,6.5,882,Park Chan-wook
11500000.0,Drama Horror,8913,en,20.747994,21-04-1989,57469467.0,103.0,Pet Sematary,6.4,407,Mary Lambert
11000000.0,Fantasy Horror Comedy,927,en,45.072136,07-06-1984,153083102.0,106.0,Gremlins,6.9,1596,Joe Dante
11000000.0,Horror Mystery,22804,en,31.900899,22-10-2009,68233629.0,90.0,Saw VI,6.0,722,Kevin Greutert
12000000.0,Drama Horror Thriller Crime,13937,en,7.558959,07-08-1992,37170057.0,91.0,Raising Cain,5.9,65,Brian De Palma
10800000.0,Horror Thriller Crime,11917,en,32.943848,23-10-2008,113857533.0,92.0,Saw V,5.9,820,David Hackl
10000000.0,Horror Thriller Crime,214,en,33.124871,27-10-2006,163876815.0,108.0,Saw III,6.1,1071,Darren Lynn Bousman
