budget,genres,id,original_language,popularity,release_date,revenue,runtime,title,vote_average,vote_count,director
125000000.0,Adventure Action Thriller,955,en,54.931334,24-05-2000,546388105.0,123.0,Mission: Impossible II,5.9,1928,John Woo
130000000.0,Adventure Fantasy Action Thriller,1979,en,60.810723,13-06-2007,289047763.0,92.0,Fantastic 4: Rise of the Silver Surfer,5.4,2589,Tim Story
110000000.0,Thriller Action Fantasy Horror,1250,en,46.834704,16-02-2007,228738393.0,114.0,Ghost Rider,5.2,1712,Mark Steven Johnson
120000000.0,Action Thriller,324668,en,62.641286,27-07-2016,415484914.0,123.0,Jason Bourne,5.9,2341,Paul Greengrass
115000000.0,Science-Fiction Action Drama Thriller,68724,en,67.33767,07-08-2013,286140700.0,109.0,Elysium,6.4,3439,Neill Blomkamp
105000000.0,Science-Fiction Thriller Drama,49047,en,110.153618,27-09-2013,716392705.0,91.0,Gravity,7.3,5751,Alfonso Cuar\u00f3n
116000000.0,Action Adventure Thriller,9619,en,16.90444,07-02-1997,178127760.0,108.0,Dante's Peak,5.7,428,Roger Donaldson
110000000.0,Action Drama Thriller,254128,en,100.412364,27-05-2015,470490832.0,114.0,San Andreas,6.0,2968,Brad Peyton
110000000.0,Adventure Action Thriller,714,en,42.887121,11-12-1997,333011068.0,119.0,Tomorrow Never Dies,6.0,925,Roger Spottiswoode
110000000.0,Thriller Crime,163,en,76.840712,09-12-2004,362744280.0,125.0,Ocean's Twelve,6.4,2124,Steven Soderbergh
110000000.0,Action Comedy Drama Thriller,787,en,44.635452,07-06-2005,478207520.0,120.0,Mr. & Mrs. Smith,6.5,2965,Doug Liman
110000000.0,Adventure Science-Fiction Thriller,262500,en,103.718387,18-03-2015,295238201.0,119.0,Insurgent,6.2,3829,Robert Schwentke
160000000.0,Action Adventure Thriller,1639,en,23.336875,13-06-1997,164508066.0,121.0,Speed 2: Cruise Control,4.1,434,Jan de Bont
110000000.0,Action Thriller,1571,en,48.93337,20-06-2007,383531464.0,128.0,Live Free or Die Hard,6.4,2089,Len Wiseman
126000000.0,Action Thriller Science-Fiction Adventure,1635,en,37.68056,20-07-2005,162949164.0,136.0,The Island,6.5,1770,Michael Bay
90000000.0,Action Crime Thriller,9679,en,52.995628,09-06-2000,237202299.0,118.0,Gone in Sixty Seconds,6.1,1485,Dominic Sena
102000000.0,Action Thriller Science-Fiction Mystery,180,en,65.948959,20-06-2002,358372926.0,145.0,Minority Report,7.1,2608,Steven Spielberg
150000000.0,Adventure Action Thriller,36557,en,88.935165,14-11-2006,599045960.0,144.0,Casino Royale,7.3,3855,Martin Campbell
100000000.0,Thriller Science-Fiction Action Adventure,869,en,51.188633,25-07-2001,362211740.0,119.0,Planet of the Apes,5.6,1243,Tim Burton
100000000.0,Action Thriller Science-Fiction,280,en,101.74155,01-07-1991,520000000.0,137.0,Terminator 2: Judgment Day,7.7,4185,James Cameron
115000000.0,Action Thriller,36955,en,38.729418,14-07-1994,378882411.0,141.0,True Lies,6.8,1116,James Cameron
100000000.0,Thriller Drama Crime,18487,en,40.597856,11-06-2009,150166126.0,106.0,The Taking of Pelham 1 2 3,6.2,954,Tony Scott
100000000.0,Action Drama Mystery Thriller,9268,en,24.507987,21-06-1996,242295562.0,115.0,Eraser,5.6,543,Chuck Russell
100000000.0,Action Adventure Thriller,76163,en,53.732892,08-08-2012,312573423.0,103.0,The Expendables 2,6.1,2896,Simon West
100000000.0,Adventure Action Thriller Mystery,2059,en,58.849256,19-11-2004,347451894.0,131.0,National Treasure,6.4,1926,Jon Turteltaub
100000000.0,Action Thriller Romance,37710,en,41.426678,08-12-2010,278731369.0,103.0,The Tourist,6.0,1699,Florian Henckel von Donnersmarck
100000000.0,Action Fantasy Horror Mystery,9946,en,20.652943,24-11-1999,211989043.0,121.0,End of Days,5.5,482,Peter Hyams
100000000.0,Drama Thriller Action,1372,en,52.792678,07-12-2006,170877916.0,143.0,Blood Diamond,7.3,2281,Edward Zwick
105000000.0,Adventure Action Thriller Science-Fiction,563,en,58.782359,06-11-1997,121214377.0,129.0,Starship Troopers,6.7,1560,Paul Verhoeven
90000000.0,Action Adventure Thriller,138103,en,61.025639,04-08-2014,206172544.0,127.0,The Expendables 3,6.1,1795,Patrick Hughes
105000000.0,Action Crime Thriller,257088,en,33.507289,03-12-2015,133718711.0,114.0,Point Break,5.5,783,Ericson Core
100000000.0,Thriller Drama Adventure Action History,205775,en,50.767332,20-11-2015,93820758.0,122.0,In the Heart of the Sea,6.5,1276,Ron Howard
100000000.0,War Action Adventure Drama Thriller,22972,en,30.254021,11-03-2010,94882889.0,115.0,Green Zone,6.4,717,Paul Greengrass
10000000.0,Crime Drama Mystery Thriller,29193,en,3.091077,08-09-1997,13835130.0,110.0,The Spanish Prisoner,7.1,73,David Mamet
90000000.0,Adventure Fantasy Action Thriller Science-Fiction,18,en,109.528572,07-05-1997,263920180.0,126.0,The Fifth Element,7.3,3885,Luc Besson
115000000.0,Adventure Fantasy Action Thriller,1995,en,41.498631,11-06-2001,274703340.0,100.0,Lara Croft: Tomb Raider,5.7,2192,Simon West
100000000.0,Thriller Science-Fiction Drama Mystery,157353,en,58.991388,16-04-2014,103039258.0,119.0,Transcendence,5.9,2295,Wally Pfister
93000000.0,Adventure Action Thriller Science-Fiction,331,en,1.859364,18-07-2001,368780809.0,92.0,Jurassic Park III,5.7,2077,Joe Johnston
93000000.0,Thriller Action Drama Science-Fiction,61791,en,138.433168,03-08-2011,482860185.0,105.0,Rise of the Planet of the Apes,7.0,4347,Rupert Wyatt
92000000.0,Action Thriller,47964,en,65.402595,06-02-2013,304654182.0,98.0,A Good Day to Die Hard,5.2,3493,John Moore
100000000.0,Action Thriller,44048,en,37.698465,04-11-2010,167805466.0,98.0,Unstoppable,6.3,1165,Tony Scott
90000000.0,Action Comedy Crime Thriller,5175,en,35.814765,03-08-2001,347325802.0,90.0,Rush Hour 2,6.4,1054,Brett Ratner
100000000.0,Drama Horror Mystery Thriller,2655,en,15.835672,21-07-2000,155464351.0,130.0,What Lies Beneath,6.3,488,Robert Zemeckis
92000000.0,Action Adventure Comedy Crime Thriller,4327,en,40.20395,02-11-2000,264105545.0,98.0,Charlie's Angels,5.6,1232,McG
90000000.0,Drama Thriller Crime,1422,en,63.429157,05-10-2006,289847354.0,151.0,The Departed,7.9,4339,Martin Scorsese
90000000.0,Thriller Crime Mystery Drama,65754,en,47.651083,14-12-2011,232617430.0,158.0,The Girl with the Dragon Tattoo,7.2,2434,David Fincher
90000000.0,Action Thriller,1572,en,51.881077,19-05-1995,366101666.0,128.0,Die Hard: With a Vengeance,6.9,2066,John McTiernan
75000000.0,Drama Thriller History War,2253,en,38.832842,25-12-2008,200276000.0,121.0,Valkyrie,6.7,1173,Bryan Singer
90000000.0,Thriller Fantasy Comedy Family Mystery,10756,en,16.302378,25-11-2003,182290266.0,99.0,The Haunted Mansion,5.2,466,Rob Minkoff
95000000.0,Action Science-Fiction Thriller,9383,en,28.200874,04-08-2000,190213455.0,112.0,Hollow Man,5.6,634,Paul Verhoeven
80000000.0,Crime Thriller,179,en,18.69984,08-04-2005,162944923.0,128.0,The Interpreter,6.2,392,Sydney Pollack
95000000.0,Action Adventure Fantasy Thriller,1996,en,56.811056,21-07-2003,156505388.0,117.0,Lara Croft Tomb Raider: The Cradle of Life,5.5,1418,Jan de Bont
68000000.0,Thriller Action Romance Science-Fiction Adventure,10003,en,20.913852,03-04-1997,118063304.0,116.0,The Saint,5.9,302,Phillip Noyce
92000000.0,Action Crime Thriller,1535,en,27.166757,18-11-2001,143049560.0,126.0,Spy Game,6.8,579,Tony Scott
90000000.0,Crime Thriller Drama,4477,en,15.350451,12-03-1997,140807547.0,107.0,The Devil's Own,5.9,290,Alan J. Pakula
100000000.0,Drama History Thriller,8665,en,15.625949,19-07-2002,35168966.0,138.0,K-19: The Widowmaker,6.1,264,Kathryn Bigelow
75000000.0,Action Drama Thriller,2502,en,53.213931,23-07-2004,288500217.0,108.0,The Bourne Supremacy,7.2,2825,Paul Greengrass
85000000.0,Action Thriller,9772,en,36.38795,25-07-1997,315156409.0,124.0,Air Force One,6.2,840,Wolfgang Petersen
85000000.0,Thriller Crime,161,en,60.929352,07-12-2001,450717150.0,116.0,Ocean's Eleven,7.2,3783,Steven Soderbergh
75000000.0,Adventure Action Thriller,52451,en,36.605246,31-08-2011,132274484.0,110.0,The Three Musketeers,5.6,924,Paul W.S. Anderson
85000000.0,Action Thriller,59961,en,34.773106,09-02-2012,208076205.0,115.0,Safe House,6.3,1345,Daniel Espinosa
90000000.0,Action Drama Thriller,9798,en,41.207568,20-11-1998,250649836.0,132.0,Enemy of the State,6.7,1240,Tony Scott
85000000.0,Crime Thriller,298,en,42.069993,07-06-2007,311312624.0,122.0,Ocean's Thirteen,6.5,1999,Steven Soderbergh
85000000.0,Adventure Action Comedy Thriller,10159,en,24.107835,26-09-2003,80916492.0,104.0,The Rundown,6.4,514,Peter Berg
85000000.0,Action Crime Drama Thriller,9615,en,8.282876,03-06-2006,158468292.0,104.0,The Fast and the Furious: Tokyo Drift,6.1,1705,Justin Lin
85000000.0,Action Thriller Drama,9884,en,18.827753,06-02-2002,78382433.0,108.0,Collateral Damage,5.5,427,Andrew Davis
60000000.0,Action Thriller Adventure Science-Fiction,9341,en,29.211255,28-03-2003,74208267.0,136.0,The Core,5.4,516,
8000000.0,Horror Comedy Fantasy,16281,en,13.661289,12-11-1982,21028755.0,120.0,Creepshow,6.7,226,George A. Romero
65000000.0,Crime Drama Mystery Thriller,1949,en,51.970905,02-03-2007,84785914.0,157.0,Zodiac,7.3,2023,David Fincher
80000000.0,Thriller Adventure Action,27578,en,77.580661,03-08-2010,274470394.0,103.0,The Expendables,6.0,2926,Sylvester Stallone
80000000.0,Adventure Action Thriller,954,en,75.290998,22-05-1996,457696359.0,110.0,Mission: Impossible,6.7,2631,Brian De Palma
80000000.0,Action Comedy Thriller,11665,en,23.496054,19-06-2008,230685453.0,110.0,Get Smart,6.0,1051,Peter Segal
80000000.0,Drama Thriller Mystery,11324,en,81.914696,18-02-2010,294804195.0,138.0,Shutter Island,7.8,6336,Martin Scorsese
80000000.0,Action Crime Science-Fiction Thriller,754,en,46.075037,27-06-1997,245676146.0,138.0,Face/Off,6.8,1583,John Woo
80000000.0,Thriller Crime Drama,4147,en,49.078546,12-07-2002,181001478.0,117.0,Road to Perdition,7.3,1077,Sam Mendes
75000000.0,Action Thriller Crime,1701,en,45.154631,01-06-1997,224012234.0,115.0,Con Air,6.5,1270,Simon West
80000000.0,Mystery Thriller Action,13027,en,46.887983,25-09-2008,178066569.0,118.0,Eagle Eye,6.3,1018,D.J. Caruso
80000000.0,Action Thriller Science-Fiction,20504,en,32.363538,14-01-2010,157107755.0,118.0,The Book of Eli,6.6,2164,Albert Hughes
80000000.0,Horror Thriller Fantasy Mystery,11618,en,19.375768,23-07-1999,91188905.0,113.0,The Haunting,5.2,369,Jan de Bont
80000000.0,Drama Science-Fiction Thriller,10200,en,41.890722,10-12-2008,233093859.0,104.0,The Day the Earth Stood Still,5.2,1043,Scott Derrickson
75000000.0,Action Drama Mystery Thriller,8834,en,22.179658,07-08-1997,136982834.0,135.0,Conspiracy Theory,6.5,431,Richard Donner
80000000.0,Drama Thriller Mystery,14462,en,21.394281,30-07-2004,96105964.0,129.0,The Manchurian Candidate,6.2,393,Jonathan Demme
102000000.0,Action Crime Thriller,9705,en,36.788745,07-06-2001,147080413.0,99.0,Swordfish,6.1,932,Dominic Sena
88000000.0,Adventure Fantasy Action Comedy Thriller,4442,en,40.138009,26-08-2005,105316267.0,118.0,The Brothers Grimm,5.6,818,Terry Gilliam
0.0,Mystery Drama Horror,330770,fr,3.300061,14-09-2015,0.0,81.0,Evolution,6.4,47,Lucile Hadzihalilovic
80000000.0,Action Science-Fiction Thriller,19959,en,36.664991,24-09-2009,122444772.0,89.0,Surrogates,5.9,1195,Jonathan Mostow
80000000.0,Drama Thriller,11973,en,18.26121,24-12-2000,34566746.0,145.0,Thirteen Days,6.9,189,Roger Donaldson
80000000.0,Action Adventure Thriller,11228,en,16.681269,06-12-1996,159212469.0,115.0,Daylight,5.8,378,Rob Cohen
80000000.0,Thriller Action Science-Fiction,8870,en,13.800656,10-11-2000,33463969.0,106.0,Red Planet,5.4,267,Antony Hoffman
80000000.0,Thriller Science-Fiction Adventure Action,10077,en,7.342892,15-05-2005,5989640.0,110.0,A Sound of Thunder,4.8,111,Peter Hyams
78000000.0,Crime Thriller Horror,9533,en,10.083905,29-09-2002,209196298.0,124.0,Red Dragon,6.7,1115,Brett Ratner
76000000.0,Action Crime Thriller,584,en,10.520961,05-06-2003,236350661.0,107.0,2 Fast 2 Furious,6.2,2028,John Singleton
80000000.0,Science-Fiction Thriller,4858,en,15.673154,17-08-2007,15071514.0,99.0,The Invasion,5.7,359,Oliver Hirschbiegel
78000000.0,Fantasy Action Thriller Science-Fiction,8698,en,47.436675,11-07-2003,179265204.0,110.0,The League of Extraordinary Gentlemen,5.7,1155,Stephen Norrington
76000000.0,Drama Action Thriller Science-Fiction,9693,en,35.387874,22-09-2006,69959751.0,109.0,Children of Men,7.4,2071,Alfonso Cuar\u00f3n
75000000.0,Action Thriller Crime,8909,en,73.82289,19-06-2008,258270008.0,110.0,Wanted,6.4,2528,Timur Bekmambetov
75000000.0,Action Adventure Thriller,9802,en,51.469576,06-06-1996,335062621.0,136.0,The Rock,6.9,1456,Michael Bay
80000000.0,Horror Mystery Thriller,11026,en,15.761384,20-08-2004,78000586.0,114.0,Exorcist: The Beginning,4.7,183,Renny Harlin
75000000.0,Thriller Crime,75656,en,71.124686,29-05-2013,117698894.0,115.0,Now You See Me,7.3,5487,Louis Leterrier
75000000.0,Action Adventure Thriller,11678,en,13.318744,08-12-2000,215663859.0,124.0,Vertical Limit,5.9,283,Martin Campbell
70000000.0,Drama Action History Thriller,612,en,29.035222,22-12-2005,130358911.0,164.0,Munich,6.9,696,Steven Spielberg
75000000.0,Action Comedy Thriller Romance,37821,en,23.004607,04-06-2010,98159963.0,100.0,Killers,5.7,772,Robert Luketic
52000000.0,Mystery Drama Thriller Crime,2026,en,23.663713,09-03-2005,77944725.0,113.0,Hostage,6.2,512,Florent-Emilio Siri
75000000.0,Action Adventure Comedy Thriller,11375,en,10.605084,09-06-2003,51142659.0,116.0,Hollywood Homicide,5.0,166,Ron Shelton
45000000.0,Action Adventure Drama Thriller,11866,en,20.374308,17-12-2004,21009180.0,113.0,Flight of the Phoenix,5.7,276,John Moore
75000000.0,Science-Fiction Thriller Drama,9741,en,42.006908,13-11-2000,248118121.0,106.0,Unbreakable,6.9,1946,M. Night Shyamalan
82000000.0,Action Fantasy Thriller,23629,en,39.127082,24-03-2011,89792502.0,110.0,Sucker Punch,5.9,1623,Zack Snyder
70000000.0,Thriller Action Drama,4349,en,26.123705,22-08-2007,86658558.0,110.0,The Kingdom,6.5,513,Peter Berg
60000000.0,Drama Mystery Thriller,6947,en,27.491891,30-07-2004,256697520.0,108.0,The Village,6.2,1071,M. Night Shyamalan
72000000.0,Drama Thriller Science-Fiction Mystery,2675,en,28.848187,02-08-2002,408247917.0,106.0,Signs,6.4,1599,M. Night Shyamalan
70000000.0,Action Adventure Thriller,7451,en,46.217769,09-08-2002,277448382.0,124.0,xXx,5.8,1424,Rob Cohen
80000000.0,Action Thriller,3595,en,16.411345,08-11-1996,309492681.0,117.0,Ransom,6.4,470,Ron Howard
70000000.0,Drama Action Thriller War,16869,en,72.595961,18-08-2009,319131050.0,153.0,Inglourious Basterds,7.9,6430,Quentin Tarantino
70000000.0,Action Thriller,1573,en,57.69847,02-07-1990,240031094.0,124.0,Die Hard 2,6.6,1896,Renny Harlin
80000000.0,Action Thriller Crime,9257,en,34.052253,08-08-2003,116643346.0,117.0,S.W.A.T.,5.8,770,Clark Johnson
68000000.0,Drama Mystery Romance Science-Fiction Thriller,1903,en,27.299301,10-12-2001,203388341.0,136.0,Vanilla Sky,6.5,1078,Cameron Crowe
75000000.0,Drama Thriller Fantasy Mystery,9697,en,20.219385,21-07-2006,42285169.0,110.0,Lady in the Water,5.3,409,M. Night Shyamalan
70000000.0,Action Thriller,117263,en,59.428223,20-03-2013,161025640.0,120.0,Olympus Has Fallen,6.2,2981,Antoine Fuqua
70000000.0,Science-Fiction Action Adventure Thriller,200,en,19.711951,10-12-1998,118000000.0,103.0,Star Trek: Insurrection,6.3,391,Jonathan Frakes
70000000.0,Adventure Action Thriller Science-Fiction,2756,en,24.961625,09-08-1989,90000098.0,139.0,The Abyss,7.1,808,James Cameron
70000000.0,Horror Action Drama Fantasy War,49017,en,64.457947,01-10-2014,215529201.0,92.0,Dracula Untold,6.2,2389,Gary Shore
70000000.0,Drama Action Thriller Crime,9882,en,20.089933,06-11-1998,116672912.0,116.0,The Siege,6.0,352,Edward Zwick
70000000.0,Action Adventure Comedy Thriller,3132,en,14.086292,07-06-2002,65977295.0,116.0,Bad Company,5.4,228,Joel Schumacher
60000000.0,Adventure Action Horror,8814,en,29.261348,20-10-2005,55987321.0,105.0,Doom,5.0,609,Andrzej Bartkowiak
70000000.0,Action Adventure Comedy Thriller,8427,en,13.267631,31-10-2002,33561137.0,97.0,I Spy,5.2,269,Betty Thomas
70000000.0,Fantasy Action Horror,52520,en,58.401204,19-01-2012,160112671.0,88.0,Underworld: Awakening,6.1,1862,M\u00e5ns M\u00e5rlind
66000000.0,Action Adventure Thriller,49021,en,29.501489,23-09-2011,57777106.0,116.0,Killer Elite,6.1,695,Gary McKendry
70000000.0,Action Adventure Thriller,10550,en,8.37378,20-09-2002,19924033.0,91.0,Ballistic: Ecks vs. Sever,4.3,97,Wych Kaosayananda
70000000.0,Thriller,11258,en,10.930537,16-01-1998,19870567.0,97.0,Hard Rain,5.5,179,Mikael Salomon
70000000.0,Mystery Action Thriller Science-Fiction Adventure,5137,en,24.664776,17-09-2004,57958696.0,107.0,Sky Captain and the World of Tomorrow,5.7,439,Kerry Conran
70000000.0,Crime Mystery Thriller,3093,en,13.483387,29-03-2006,38629478.0,114.0,Basic Instinct 2,4.6,180,Michael Caton-Jones
50000000.0,Action Thriller,107846,en,44.478043,09-10-2013,122915111.0,115.0,Escape Plan,6.7,1659,Mikael H\u00e5fstr\u00f6m
68000000.0,Thriller Action Drama,4614,en,22.392544,31-05-2002,193000000.0,124.0,The Sum of All Fears,5.9,437,Phil Alden Robinson
68000000.0,Action Crime Thriller,11371,en,22.572323,13-07-2001,71069884.0,124.0,The Score,6.7,423,Frank Oz
90000000.0,Drama Thriller,9008,en,26.153669,28-10-1999,60289912.0,157.0,The Insider,7.3,481,Michael Mann
80000000.0,Action Drama History Thriller,300673,en,28.223664,25-01-2016,52099090.0,114.0,The Finest Hours,6.3,588,Craig Gillespie
70000000.0,Action Drama Thriller,12113,en,37.507136,10-10-2008,113280098.0,128.0,Body of Lies,6.5,895,Ridley Scott
69000000.0,Action Fantasy Horror,72331,en,38.634767,20-06-2012,112265139.0,94.0,Abraham Lincoln: Vampire Hunter,5.5,1269,Timur Bekmambetov
66000000.0,Mystery Science-Fiction Thriller,846,en,18.59991,19-06-1998,189198313.0,121.0,The X Files,6.6,488,Rob Bowman
66000000.0,Action Crime Drama Thriller,136797,en,54.81489,13-03-2014,203277636.0,130.0,Need for Speed,6.1,1520,Scott Waugh
68000000.0,Drama Horror Science-Fiction Thriller,6171,en,26.792794,21-03-2003,75715436.0,136.0,Dreamcatcher,5.3,567,Lawrence Kasdan
65000000.0,Action Adventure Thriller,5551,en,15.772081,31-07-2000,128884132.0,130.0,Space Cowboys,6.3,403,Clint Eastwood
70000000.0,Action Adventure Thriller,9350,en,26.19909,28-05-1993,255000211.0,112.0,Cliffhanger,6.1,588,Renny Harlin
50000000.0,Action Adventure Drama Thriller,9208,en,22.769108,09-02-1996,150270147.0,108.0,Broken Arrow,5.7,453,John Woo
63000000.0,Drama History Thriller,1852,en,24.697533,09-08-2006,162945894.0,128.0,World Trade Center,5.9,447,Oliver Stone
65000000.0,Science-Fiction Action Horror Thriller Adventure,36648,en,49.660055,08-12-2004,128905366.0,123.0,Blade: Trinity,5.7,1252,David S. Goyer
4200000.0,Action Thriller,1880,en,11.743085,10-08-1984,38376497.0,114.0,Red Dawn,6.4,215,John Milius
65000000.0,Action Horror Science-Fiction,71679,en,6.227675,12-09-2012,240159255.0,95.0,Resident Evil: Retribution,5.6,1600,Paul W.S. Anderson
45000000.0,Action Thriller Science-Fiction,10483,en,42.57877,22-08-2008,73762516.0,105.0,Death Race,6.0,1175,Paul W.S. Anderson
65000000.0,Crime Action Mystery Thriller,11412,en,15.858629,11-10-1996,89456761.0,120.0,The Long Kiss Goodnight,6.5,314,Renny Harlin
65000000.0,Horror Thriller,100241,en,31.324734,22-01-2014,71154592.0,92.0,"I, Frankenstein",5.0,687,Stuart Beattie
